name,latitude,longitude,category,description,website,source,type,address,district
Rawana Ella Falls,6.8408548,81.0545278,Tourist Attraction,,,OpenStreetMap,,,
Devon Falls,6.9515033,80.6301127,Tourist Attraction,,,OpenStreetMap,,,
Sri Paadaya Peak,6.8094211,80.4993876,Mountain / Peak,,,OpenStreetMap,,,
Lotus Pond,7.9748478,81.0039995,Tourist Attraction,,,OpenStreetMap,,,
Lipton's seat,6.7806643,81.0155075,Viewpoint,,,OpenStreetMap,,,
World's End (Plate 1),6.780405,80.7944245,Viewpoint,,,OpenStreetMap,,,
Mini World's End,6.7853177,80.8003087,Viewpoint,,,OpenStreetMap,,,
Hummanaya Blow Hole,5.9776154,80.7387267,Tourist Attraction,,,OpenStreetMap,,,
Little Adam's Peak,6.86505,81.0630167,Mountain / Peak,,,OpenStreetMap,,,
Knuckles,7.4002482,80.8107259,Mountain / Peak,,,OpenStreetMap,,,
Aradhana Gala,8.3510324,80.5182896,Mountain / Peak,,,OpenStreetMap,,,
Point Pedro,9.835611,80.2121949,Viewpoint,,,OpenStreetMap,,,
Casuarina Beach,9.7623085,79.8858088,Viewpoint,,,OpenStreetMap,,,
Temple Wele pansala,6.4463338,79.9946203,Tourist Attraction,,,OpenStreetMap,,,
Ellepola Ella,6.6307993,80.6860466,Viewpoint,,,OpenStreetMap,,,
Diyaluma Falls,6.7332925,81.0314914,Viewpoint,,,OpenStreetMap,,,
Kanniya Hot Water Wells,8.6044881,81.1713144,Tourist Attraction,,,OpenStreetMap,,,
World's End (Plate 2),6.7799838,80.7940585,Viewpoint,,,OpenStreetMap,,,
Sunrise viewpoint,6.8560235,81.0530765,Viewpoint,,,OpenStreetMap,,,
Kushtarajagala Statue,5.9694792,80.4199094,Tourist Attraction,,,OpenStreetMap,,,
Manal Kadu Beach,9.7727564,80.2764737,Viewpoint,,,OpenStreetMap,,,
Daha Ata Wanguwa,7.3565682,80.9149753,Viewpoint,,,OpenStreetMap,,,
Ramboda Falls,7.0558715,80.6990648,Viewpoint,,,OpenStreetMap,,,
Chithithavisuddi Cave,7.3045022,80.6434106,Cave,,,OpenStreetMap,,,
Audience Hall,7.9560209,80.7585222,Tourist Attraction,,,OpenStreetMap,,,
Cave Inscriptions,7.9680888,80.7610523,Cave,,,OpenStreetMap,,,
Cobra Hood Cave,7.9562783,80.7582684,Cave,,,OpenStreetMap,,,
Pidurangala Vihara,7.9658517,80.7623997,Tourist Attraction,,,OpenStreetMap,,,
Sunrise viewpoint,7.9666513,80.7623515,Viewpoint,,,OpenStreetMap,,,
Pidurutalagala,7.0009508,80.7736523,Mountain / Peak,,,OpenStreetMap,,,
Thummodara Ranmudu Ella,6.8647276,80.1708905,Tourist Attraction,,,OpenStreetMap,,,
Ella Uda Ella,6.8899887,80.1766836,Tourist Attraction,,,OpenStreetMap,,,
Wangu 10,6.4655993,80.6287085,Viewpoint,,,OpenStreetMap,,,
Hathmale Ella,6.3319645,80.5061691,Viewpoint,,,OpenStreetMap,,,
Thudugala Ella,6.570697,80.0584269,Tourist Attraction,,,OpenStreetMap,,,
Devanagala Temple,7.2202077,80.4688983,Viewpoint,,,OpenStreetMap,,,
Bible Rock,7.1895698,80.434277,Viewpoint,,,OpenStreetMap,,,
Kanneliya Rainforest Reserve,6.2510037,80.3379577,Viewpoint,,,OpenStreetMap,,,
Bopath Falls,6.8006004,80.3666596,Tourist Attraction,,,OpenStreetMap,,,
Mulawella,6.4241104,80.4271476,Mountain / Peak,,,OpenStreetMap,,,
Popham's Arboretum,7.8608104,80.6758588,Tourist Attraction,,,OpenStreetMap,,,
Rawana Ella Cave,6.8643793,81.0485407,Cave,,,OpenStreetMap,,,
Pidurangala Rock Viewpoint,7.957308,80.7600766,Viewpoint,,,OpenStreetMap,,,
Kosgoda Sea Turtle Conservation Project,6.3274734,80.0318424,Tourist Attraction,,,OpenStreetMap,,,
Dambadeniya Anciant Kingdom Rock,7.3628689,80.1551696,Tourist Attraction,,,OpenStreetMap,,,
Thimmagama Kanda,7.5807185,80.2568826,Mountain / Peak,,,OpenStreetMap,,,
Cruel elephant rides,7.9518339,80.7575474,Tourist Attraction,,,OpenStreetMap,,,
Puna Ella Falls,7.0470584,80.6956007,Tourist Attraction,,,OpenStreetMap,,,
Lover's Leap Waterfall,6.9784844,80.7867203,Tourist Attraction,,,OpenStreetMap,,,
Eagle Rock,6.7625011,80.9806723,Viewpoint,,,OpenStreetMap,,,
Dunhinda Falls,7.0169435,81.063492,Tourist Attraction,,,OpenStreetMap,,,
Kadugannawa Ambalama,7.2528577,80.4973119,Tourist Attraction,,,OpenStreetMap,,,
Kengalla Ambalama,7.291799,80.721326,Tourist Attraction,,,OpenStreetMap,,,
Hunnasgiri Ella,7.4017036,80.6897795,Tourist Attraction,,,OpenStreetMap,,,
Kodimale Peak,7.2986617,80.6444121,Mountain / Peak,,,OpenStreetMap,,,
Charty Beach,9.6331561,79.9198682,Viewpoint,,,OpenStreetMap,,,
Kananke Bridge,6.041543,80.4082151,Tourist Attraction,,,OpenStreetMap,,,
Elephant bathing place,7.3005836,80.3841891,Tourist Attraction,,,OpenStreetMap,,,
Ella Spice Garden,6.8740364,81.0494507,Tourist Attraction,,,OpenStreetMap,,,
Bopath Ella,6.8017623,80.3692116,Viewpoint,,,OpenStreetMap,,,
Dooli Ella Waterfall,6.3919677,80.392724,Tourist Attraction,,,OpenStreetMap,,,
Mountain Peak Kalubovitiyana,6.330639,80.4089888,Mountain / Peak,,,OpenStreetMap,,,
Makeliya Water Fall,6.6057951,80.2816914,Tourist Attraction,,,OpenStreetMap,,,
Jaya Sri Maha Bodhi,8.3447103,80.3972255,Tourist Attraction,,,OpenStreetMap,,,
Ritigala,8.1090191,80.6568395,Mountain / Peak,,,OpenStreetMap,,,
Duli ella,6.4005822,80.7142063,Tourist Attraction,,,OpenStreetMap,,,
Belum Gala,6.9534372,80.2432033,Mountain / Peak,,,OpenStreetMap,,,
Duwili Ella,6.4393538,80.4081589,Tourist Attraction,,,OpenStreetMap,,,
Bomburu Ella Waterfall,6.9470599,80.8307743,Tourist Attraction,,,OpenStreetMap,,,
Hunnasgiriya,7.388718,80.6992441,Mountain / Peak,,,OpenStreetMap,,,
Bogoda Wooden Bridge,7.0079106,80.9963053,Viewpoint,,,OpenStreetMap,,,
Sorabora Wewa,7.3614175,81.0058211,Viewpoint,,,OpenStreetMap,,,
Union of two rivers,6.9158121,80.9546795,Tourist Attraction,,,OpenStreetMap,,,
Haththikuchchi Ruins,8.0614923,80.2459605,Tourist Attraction,,,OpenStreetMap,,,
Sigiriya viewpoint,7.9656168,80.7618517,Viewpoint,,,OpenStreetMap,,,
Wawulgala Kanda,6.0115949,80.7059334,Mountain / Peak,,,OpenStreetMap,,,
Public Beach,7.2243994,81.8620623,Beach,,,OpenStreetMap,,,
Public Beach,7.2497306,81.8640579,Beach,,,OpenStreetMap,,,
Public Beach,7.290928,81.8673946,Beach,,,OpenStreetMap,,,
Sigiriya Reservoir Viewpoint,7.9560027,80.7597243,Viewpoint,,,OpenStreetMap,,,
Gen. Kobbekaduwa Memorial. Arali,9.6715993,79.925188,Viewpoint,,,OpenStreetMap,,,
Govinda Hela,7.0353252,81.5463087,Mountain / Peak,,,OpenStreetMap,,,
Maragala Kanda,6.8685474,81.388639,Mountain / Peak,,,OpenStreetMap,,,
Terrrorist Bulldozer,9.5019865,80.4063655,Viewpoint,,,OpenStreetMap,,,
Kondadeniya Rajamaha Viharaya,7.8040061,80.3042266,Viewpoint,,,OpenStreetMap,,,
Ancient Stone Bridge,8.3985706,80.4058616,Tourist Attraction,,,OpenStreetMap,,,
Palace of King Parakramabahu II,7.3631276,80.1550468,Tourist Attraction,,,OpenStreetMap,,,
Waterfall,6.8329061,81.0501314,Tourist Attraction,,,OpenStreetMap,,,
railway station,6.9284655,79.8648826,Viewpoint,,,OpenStreetMap,,,
Riverston,7.5245225,80.7338588,Viewpoint,,,OpenStreetMap,,,
'Soda Bottle' Curve,6.9598313,80.6604328,Viewpoint,,,OpenStreetMap,,,
Demodera Railway Spiral,6.9023894,81.061171,Tourist Attraction,,,OpenStreetMap,,,
Rozella 'Double Curve',6.9356302,80.5554459,Viewpoint,,,OpenStreetMap,,,
Kavisanan complex ,8.7632016,80.4841019,Viewpoint,,,OpenStreetMap,,,
Jathusana Home ,8.7639679,80.4679096,Viewpoint,,,OpenStreetMap,,,
Budugala Ruins,6.6332233,80.875522,Tourist Attraction,,,OpenStreetMap,,,
Kuragala Ruins,6.6237482,80.8692218,Tourist Attraction,,,OpenStreetMap,,,
Kuragala Ancient Buddhist Monastry,6.6281037,80.8649816,Tourist Attraction,,,OpenStreetMap,,,
Galtemyaya Ruins,6.6347703,80.8625859,Tourist Attraction,,,OpenStreetMap,,,
Kalthota Doowili Ella (Water fall),6.6625117,80.8657403,Tourist Attraction,,,OpenStreetMap,,,
Kalthota Doowili Ella 2 (Water Fall),6.6634939,80.8655644,Tourist Attraction,,,OpenStreetMap,,,
Hulan Ella (Walawe Ganga West Falls),6.6740663,80.8283787,Tourist Attraction,,,OpenStreetMap,,,
Rajagala Ancient Temple & Ruins,7.4915221,81.6159773,Tourist Attraction,,,OpenStreetMap,,,
Arthur’s Seat,7.2890117,80.6399363,Viewpoint,,,OpenStreetMap,,,
Ravana's Cut,8.5819557,81.245422,Viewpoint,,,OpenStreetMap,,,
Lover's Leap,8.5830009,81.2455805,Viewpoint,,,OpenStreetMap,,,
Mannar Dutch Fort,8.9758832,79.9170635,Tourist Attraction,,,OpenStreetMap,,,
Mukzith Lake View Point,7.2460409,81.7256778,Viewpoint,,,OpenStreetMap,,,
St. Lucia Church,6.9481148,79.8645241,Tourist Attraction,,,OpenStreetMap,,,
Marawila beach,7.4112037,79.8167273,Tourist Attraction,,,OpenStreetMap,,,
Bogahagoda,6.0376032,80.3044583,Viewpoint,,,OpenStreetMap,,,
Victoria Dam Observation Center,7.2419686,80.7880494,Tourist Attraction,,,OpenStreetMap,,,
Pidurangala,7.9662102,80.7616977,Mountain / Peak,,,OpenStreetMap,,,
Sigiriya,7.9566634,80.7599301,Mountain / Peak,,,OpenStreetMap,,,
Riverston,7.5303944,80.7330583,Tourist Attraction,,,OpenStreetMap,,,
Nalangana Falls,7.1002359,80.3868688,Viewpoint,,,OpenStreetMap,,,
Gal Palama,8.3985821,80.4058578,Tourist Attraction,,,OpenStreetMap,,,
Midigama Right,5.9647634,80.3836015,Viewpoint,,,OpenStreetMap,,,
Marakolliya Beach,6.0429891,80.8301175,Beach,,,OpenStreetMap,,,
Kadiyallana Falls,7.0119444,80.5869842,Tourist Attraction,,,OpenStreetMap,,,
Blue Fields Tea Factory,7.0453761,80.6964776,Tourist Attraction,,,OpenStreetMap,,,
Kothmale Panorama,7.0569144,80.6956009,Viewpoint,,,OpenStreetMap,,,
Luckgrove Spice Garden,7.528939,80.6261935,Tourist Attraction,,,OpenStreetMap,,,
Kothmale Hanging Bridge,7.0639133,80.5870478,Viewpoint,,,OpenStreetMap,,,
Kothmale Reservoir Observation Point,7.0638951,80.6002325,Viewpoint,,,OpenStreetMap,,,
Bambarakiri Ella,7.4955285,80.6990816,Viewpoint,,,OpenStreetMap,,,
Pallegama Old Village,7.5462573,80.8221257,Viewpoint,,,OpenStreetMap,,,
Hotel Ella Mount Heaven Viewpoint,6.8568623,81.058553,Viewpoint,,,OpenStreetMap,,,
Brandigala,7.4897604,80.5884005,Mountain / Peak,,,OpenStreetMap,,,
Moon Plains,6.9430772,80.820152,Viewpoint,,,OpenStreetMap,,,
Kirindi Ella Waterfall Pelmadulla,6.6422499,80.5646175,Tourist Attraction,,,OpenStreetMap,,,
Mayakkai Well,9.8143717,80.2166694,Viewpoint,,,OpenStreetMap,,,
Mayakkai Cave,9.8121018,80.2157173,Viewpoint,,,OpenStreetMap,,,
Kadurugoda Viharaya Archaeological Site - Kantharodai,9.7468646,80.0066385,Viewpoint,,,OpenStreetMap,,,
Hikkaduwa Coral Reaf,6.1349229,80.0995487,Tourist Attraction,,,OpenStreetMap,,,
Galboda Falls,6.9754081,80.5428804,Tourist Attraction,,,OpenStreetMap,,,
Glenloch Tea Plantation,7.0771149,80.6759844,Tourist Attraction,,,OpenStreetMap,,,
Udawalawa Fisheries Bungalow,6.4097927,80.8264548,Tourist Attraction,,,OpenStreetMap,,,
Mini World's End,7.1101824,81.1591676,Viewpoint,,,OpenStreetMap,,,
Castlereigh Reservoir Viewpoint,6.8497798,80.597307,Viewpoint,,,OpenStreetMap,,,
Dutch Fort Elephantpass Ruins,9.5234785,80.4085374,Viewpoint,,,OpenStreetMap,,,
Dutch Fort Beschutter Ruins,9.5609346,80.4154064,Viewpoint,,,OpenStreetMap,,,
Induruwa sea turtle farm,6.3730312,80.0108163,Tourist Attraction,,,OpenStreetMap,,,
Sigiriya and Pidurangala rocks view point,7.9680532,80.7580508,Viewpoint,,,OpenStreetMap,,,
Ella Rock,6.8550355,81.0523841,Mountain / Peak,,,OpenStreetMap,,,
Nine Arch Bridge Viewpoint,6.8768254,81.0627926,Viewpoint,Viewpoint plus cold drinks,,OpenStreetMap,,,
Jathika Namal Uyana,7.9148217,80.5787538,Tourist Attraction,,,OpenStreetMap,,,
Blowhole,6.0066746,80.2424645,Viewpoint,,,OpenStreetMap,,,
Haputale Forest Reserve Trailhead,6.7703136,80.9616022,Tourist Attraction,,,OpenStreetMap,,,
Godavaya wildlife sanctuary viewpoint,6.1067418,81.05071,Viewpoint,,,OpenStreetMap,,,
Rukmal Ella Waterfall,7.1011722,80.3971139,Viewpoint,,,OpenStreetMap,,,
Highforest,7.0554141,80.8365697,Mountain / Peak,,,OpenStreetMap,,,
Waterfall,6.3710518,80.4864491,Viewpoint,,,OpenStreetMap,,,
Conical Hill,6.9120779,80.7756516,Mountain / Peak,,,OpenStreetMap,,,
Hakgala Peak,6.9170615,80.812374,Mountain / Peak,,,OpenStreetMap,,,
Thotupola Kanda,6.8331199,80.8197979,Mountain / Peak,,,OpenStreetMap,,,
Dikthalawa,6.7836838,80.8368852,Mountain / Peak,,,OpenStreetMap,,,
Meeriyathenna,6.7885955,80.8634335,Mountain / Peak,,,OpenStreetMap,,,
Huge Stone Viewpoint,6.7901117,80.8622658,Viewpoint,,,OpenStreetMap,,,
Mini World's End,7.3356897,80.8674161,Viewpoint,,,OpenStreetMap,,,
Maningala,7.5242407,80.7747338,Mountain / Peak,,,OpenStreetMap,,,
Lankabarana Kanda,6.6426147,80.7252304,Mountain / Peak,,,OpenStreetMap,,,
Buddangala Peak,7.3314198,81.7044592,Mountain / Peak,,,OpenStreetMap,,,
Dambagasthalawa,6.9115324,80.7212443,Mountain / Peak,,,OpenStreetMap,,,
Great Western Peak,6.9668163,80.693872,Mountain / Peak,,,OpenStreetMap,,,
Hunuketiyagala,6.9684244,80.6469688,Mountain / Peak,,,OpenStreetMap,,,
Agra Kanda,6.8891307,80.6879617,Mountain / Peak,,,OpenStreetMap,,,
Kikiliyamana,6.9844681,80.7462138,Mountain / Peak,,,OpenStreetMap,,,
Single Tree,6.9569212,80.762138,Mountain / Peak,,,OpenStreetMap,,,
Haddon Hill,6.9672984,80.7535302,Mountain / Peak,,,OpenStreetMap,,,
Ahumulu Kanda,6.9390795,80.8254933,Mountain / Peak,,,OpenStreetMap,,,
Textile Hill,6.9481641,80.7868481,Mountain / Peak,,,OpenStreetMap,,,
Nikaratagoda,6.9290522,80.8961588,Mountain / Peak,,,OpenStreetMap,,,
Kuraththa,6.9789311,80.854547,Mountain / Peak,,,OpenStreetMap,,,
Kadawaththa,6.9777383,80.8624863,Mountain / Peak,,,OpenStreetMap,,,
Dathaniyagala,6.9718173,80.8592462,Mountain / Peak,,,OpenStreetMap,,,
Kotakithula Kanda,6.9576958,80.8376384,Mountain / Peak,,,OpenStreetMap,,,
Galaedanda Kanda,6.9488031,80.8341944,Mountain / Peak,,,OpenStreetMap,,,
Rahugala,6.9536914,80.8462214,Mountain / Peak,,,OpenStreetMap,,,
Welibissa,6.9752464,80.8437753,Mountain / Peak,,,OpenStreetMap,,,
Dabaragala,6.9645329,80.8978057,Mountain / Peak,,,OpenStreetMap,,,
Sthreepura,6.9657683,80.90729,Mountain / Peak,,,OpenStreetMap,,,
Buwalpola Kanda,6.974863,80.8816051,Mountain / Peak,,,OpenStreetMap,,,
Singappulikanda,6.6393499,80.473736,Mountain / Peak,,,OpenStreetMap,,,
Kiribathgala,6.6137636,80.515902,Mountain / Peak,,,OpenStreetMap,,,
Kuttapitiya Mountain,6.6661422,80.5903815,Mountain / Peak,,,OpenStreetMap,,,
Thoppikanda,6.6660142,80.546565,Mountain / Peak,,,OpenStreetMap,,,
Horakagoda Kanda,6.6910347,81.166048,Mountain / Peak,,,OpenStreetMap,,,
Thunkumahela,6.7209551,81.1591815,Mountain / Peak,,,OpenStreetMap,,,
Madunagala,6.2472328,81.0031307,Mountain / Peak,,,OpenStreetMap,,,
Kinihiri Kanda,8.0558728,80.6299495,Mountain / Peak,,,OpenStreetMap,,,
Wedda Kanda,8.5994376,80.5787515,Mountain / Peak,,,OpenStreetMap,,,
Etha Kanda,8.6401285,80.5905103,Mountain / Peak,,,OpenStreetMap,,,
Thoniyagala,8.0898648,80.5780327,Mountain / Peak,,,OpenStreetMap,,,
Dahaiya Kanda,8.0277741,80.5351496,Mountain / Peak,,,OpenStreetMap,,,
Ulgala,6.7329099,81.3193202,Mountain / Peak,,,OpenStreetMap,,,
Laggala Old Town,7.5418324,80.8303696,Viewpoint,,,OpenStreetMap,,,
Holuwagoda,7.2211344,80.7101792,Tourist Attraction,,,OpenStreetMap,,,
St. Catharine's Seat,6.7984754,81.0167241,Viewpoint,,,OpenStreetMap,,,
Royal Spice Garden,7.5759353,80.6253839,Tourist Attraction,,,OpenStreetMap,,,
New Paradise Spice Garden,7.5763917,80.6259149,Tourist Attraction,,,OpenStreetMap,,,
Sirilak Spice and Herbal Botanical Garden,7.5829487,80.6265083,Tourist Attraction,,,OpenStreetMap,,,
Safari Palace Wasgamuwa,7.6319921,80.9362697,Tourist Attraction,,,OpenStreetMap,,,
Wadakahadeniya,6.4338975,80.7114565,Mountain / Peak,,,OpenStreetMap,,,
Sooriya Kanda,6.4397479,80.6199476,Mountain / Peak,,,OpenStreetMap,,,
Palamcotta Peak,6.4547186,80.659368,Mountain / Peak,,,OpenStreetMap,,,
Kurulugala Peak,6.4611577,80.6422877,Mountain / Peak,,,OpenStreetMap,,,
Kudagoda,6.4142485,80.5503844,Mountain / Peak,,,OpenStreetMap,,,
Ilumbakanda,6.4140779,80.5679797,Mountain / Peak,,,OpenStreetMap,,,
Kella,6.3806844,80.6984853,Mountain / Peak,,,OpenStreetMap,,,
Naigala,6.3824117,80.6735623,Mountain / Peak,,,OpenStreetMap,,,
Dolaaramba,6.13776,80.2607489,Mountain / Peak,,,OpenStreetMap,,,
Ethumale,6.217311,80.2867985,Mountain / Peak,,,OpenStreetMap,,,
Sera Ella Water Fall,7.588254,80.7552087,Viewpoint,,,OpenStreetMap,,,
Mahakudugala,7.0430787,80.8442927,Mountain / Peak,,,OpenStreetMap,,,
Agrabopath,6.812823,80.7828425,Mountain / Peak,,,OpenStreetMap,,,
Gommolli Kanda,6.7666928,80.8090256,Mountain / Peak,,,OpenStreetMap,,,
Namunukula,6.9322823,81.1139,Mountain / Peak,,,OpenStreetMap,,,
Kotagala,6.8945165,80.6188154,Mountain / Peak,,,OpenStreetMap,,,
Hagala,6.7220774,80.743798,Mountain / Peak,,,OpenStreetMap,,,
Gongala,6.3852835,80.649706,Mountain / Peak,,,OpenStreetMap,,,
Rajagala,7.4890231,81.6212169,Mountain / Peak,,,OpenStreetMap,,,
Kalugala,7.8102812,80.4104483,Mountain / Peak,,,OpenStreetMap,,,
Huluganga Ella Waterfall,7.4010665,80.7421521,Tourist Attraction,waterfall,,OpenStreetMap,,,
bathing place,7.4011222,80.7720165,Tourist Attraction,,,OpenStreetMap,,,
bathing place,7.4006038,80.7713226,Tourist Attraction,,,OpenStreetMap,,,
Upper Hunnasfall,7.4029293,80.692668,Tourist Attraction,,,OpenStreetMap,,,
Algama Water fall,7.1532359,80.1745665,Tourist Attraction,,,OpenStreetMap,,,
Uduwaka ella,7.1478186,80.2019743,Tourist Attraction,,,OpenStreetMap,,,
Thaliya Wetuna Ella,7.4190606,80.7401511,Tourist Attraction,,,OpenStreetMap,,,
Olu Ella water fall,7.0650461,80.3797779,Tourist Attraction,,,OpenStreetMap,,,
Rikili ella water fall,7.1041472,80.3724705,Tourist Attraction,,,OpenStreetMap,,,
Weladha Ella Waterfall,7.0967106,80.3618275,Viewpoint,,,OpenStreetMap,,,
Roehampton,6.7813136,80.9720267,Mountain / Peak,,,OpenStreetMap,,,
Millangoda Elephant Village,7.2538003,80.3846791,Tourist Attraction,,,OpenStreetMap,,,
Boltumbe,6.7271083,80.6570774,Mountain / Peak,,,OpenStreetMap,,,
Walaboda Pathana,6.722167,80.6506696,Mountain / Peak,,,OpenStreetMap,,,
Punchuwaththa,6.726794,80.6184697,Mountain / Peak,,,OpenStreetMap,,,
Pethiyagala,6.7336664,80.7240307,Mountain / Peak,,,OpenStreetMap,,,
Waterfall,6.724045,80.6984398,Tourist Attraction,,,OpenStreetMap,,,
Iharakanda,6.5281673,80.4945224,Mountain / Peak,,,OpenStreetMap,,,
Wedda peni ella,7.5173714,80.7559526,Tourist Attraction,,,OpenStreetMap,,,
Rathninda Ella,7.5231896,80.749642,Tourist Attraction,,,OpenStreetMap,,,
Hantana 1,7.2280536,80.6380399,Mountain / Peak,,,OpenStreetMap,,,
Hantana 2,7.2535386,80.6279647,Mountain / Peak,,,OpenStreetMap,,,
Snorkling Place,6.1377427,80.0986889,Tourist Attraction,,,OpenStreetMap,,,
Siyabalagala,7.9286984,80.7439194,Mountain / Peak,,,OpenStreetMap,,,
Duwannagala,7.9433198,80.7420526,Mountain / Peak,,,OpenStreetMap,,,
Kuda gala,7.4434059,80.5531941,Mountain / Peak,,,OpenStreetMap,,,
Brampton Falls,6.7330899,80.8180383,Tourist Attraction,,,OpenStreetMap,,,
Ruwanwella Suspension Bridge,7.0444734,80.2510833,Viewpoint,The Longest Suspension Bridge in Sri lanka,,OpenStreetMap,,,
Lankagama Sangili Palama,6.3688789,80.4569311,Viewpoint,,,OpenStreetMap,,,
Fool’s Bridge,7.0956325,80.5596838,Viewpoint,,,OpenStreetMap,,,
Kosgulana Sangili Palama,6.6219283,80.2630373,Viewpoint,,,OpenStreetMap,,,
Maskeliya Ravana Gala,6.865249,80.5497349,Viewpoint,,,OpenStreetMap,,,
Abarana Ella,6.1875733,80.9702458,Viewpoint,,,OpenStreetMap,,,
Adi Hate Wala Waterfall,6.9764577,81.1862758,Viewpoint,,,OpenStreetMap,,,
Kapara Mulaya,8.3723656,80.4010745,Viewpoint,,,OpenStreetMap,,,
Abhayagiriya Museum,8.3664324,80.394995,Viewpoint,,,OpenStreetMap,,,
World War I Memorial,7.2928685,80.6356115,Tourist Attraction,,,OpenStreetMap,,,
Akurukaduwa Limestone Cave and the Cascade,7.1225382,81.0577484,Viewpoint,,,OpenStreetMap,,,
Primrose Hill,7.2775911,80.6094199,Mountain / Peak,,,OpenStreetMap,,,
Asgiriya,7.3005905,80.6275001,Mountain / Peak,,,OpenStreetMap,,,
Manawela,6.9559599,80.9312206,Mountain / Peak,,,OpenStreetMap,,,
Thunkadulla,6.6017738,80.1962793,Mountain / Peak,,,OpenStreetMap,,,
Norton,6.9122827,80.5295062,Mountain / Peak,,,OpenStreetMap,,,
Benachie,6.9269807,80.5225324,Mountain / Peak,,,OpenStreetMap,,,
Trafalgar,6.9543304,80.5213737,Mountain / Peak,,,OpenStreetMap,,,
Weligambay Villas Parking Space,5.946629,80.4470643,Viewpoint,Great view over the ocean.,,OpenStreetMap,,,
Pink quartz Mountain View point,7.908643,80.5753212,Viewpoint,,,OpenStreetMap,,,
Ambuluwaawa,7.1610736,80.5473402,Mountain / Peak,,,OpenStreetMap,,,
Meellakela,6.8111754,80.4923804,Viewpoint,,,OpenStreetMap,,,
Heramitipana,6.8102819,80.4870549,Viewpoint,,,OpenStreetMap,,,
Seethagangula,6.8222505,80.4576659,Viewpoint,,,OpenStreetMap,,,
Nine Arches Bridge Viewpoint,6.8760426,81.061567,Viewpoint,,,OpenStreetMap,,,
Uva Halpewatte Tea Factory,6.8895645,81.0347674,Tourist Attraction,,https://www.halpetea.com/,OpenStreetMap,,,
Little Adam's Peak,6.8650918,81.0630331,Viewpoint,,,OpenStreetMap,,,
Welimada Valley Panorama Viewpoint,6.9228436,80.8280138,Viewpoint,,,OpenStreetMap,,,
Castlereigh Reservoir Viewpoint,6.8484699,80.584723,Viewpoint,,,OpenStreetMap,,,
Maratenne Estate Viewpoint,6.7447834,80.7074999,Viewpoint,,,OpenStreetMap,,,
Moragahakanda Reservoir Viewpoint,7.6991061,80.7589715,Tourist Attraction,,,OpenStreetMap,,,
View Point,6.7671174,80.9578912,Viewpoint,,,OpenStreetMap,,,
Aberdeen Waterfall,6.9493501,80.5021871,Viewpoint,,,OpenStreetMap,,,
Dimbulagala Temple Viewpoint,7.8609613,81.1174947,Viewpoint,,,OpenStreetMap,,,
tea factory,6.2186047,80.3627056,Tourist Attraction,,,OpenStreetMap,,,
Danigala Rock,7.6809344,81.2135768,Viewpoint,,,OpenStreetMap,,,
Danigala,7.679531,81.2098217,Mountain / Peak,,,OpenStreetMap,,,
Sea turtle hatchery mahamodara,6.0407815,80.1985862,Tourist Attraction,,,OpenStreetMap,,,
reef,8.5651714,81.2418312,Tourist Attraction,,,OpenStreetMap,,,
Tea Rosette,6.9427645,81.0538512,Mountain / Peak,,,OpenStreetMap,,,
Ataseta Cave,8.3517035,80.5130813,Cave,,,OpenStreetMap,,,
Dambana Wedi Gammanaya,7.4135081,81.1083854,Tourist Attraction,,,OpenStreetMap,,,
Katuwana Dutch Fort,6.2675009,80.6952354,Tourist Attraction,,,OpenStreetMap,,,
Kayts Fort,9.7007306,79.8519663,Tourist Attraction,,,OpenStreetMap,,,
Uthuwankanda,7.2619944,80.4191601,Mountain / Peak,,,OpenStreetMap,,,
Peessa Ella,6.9758321,81.2190002,Viewpoint,,,OpenStreetMap,,,
Lakegala,7.4660876,80.8393578,Mountain / Peak,,,OpenStreetMap,,,
Coconut Tree Hill,5.9392522,80.4682756,Viewpoint,,,OpenStreetMap,,,
Usine de thé  Embilmeegama,7.2640755,80.5594977,Tourist Attraction,,,OpenStreetMap,,,
St. Clair Falls,6.9513704,80.6481451,Tourist Attraction,,,OpenStreetMap,,,
Elephant stables,7.2957825,80.6410471,Tourist Attraction,,,OpenStreetMap,,,
Silver Beach,7.5791383,79.7874746,Beach,,,OpenStreetMap,,,
New Regent Spice & Herbal Garden,7.2527184,80.4276718,Tourist Attraction,,,OpenStreetMap,,,
Alugolla,7.6759913,80.6352823,Tourist Attraction,,,OpenStreetMap,,,
Wilpothuwewa Bridge,7.6975714,79.9983886,Viewpoint,,,OpenStreetMap,,,
Panama Wewa Viewpoint,6.7538932,81.7736302,Tourist Attraction,,,OpenStreetMap,,,
Senanayaka Samudraya Spilling Point,7.2230621,81.5330477,Viewpoint,,,OpenStreetMap,,,
Halgolla Forest Reserve,7.3061909,80.5216554,Nature Reserve,,,OpenStreetMap,,,
Dorric Fort,8.7809448,79.9343729,Tourist Attraction,,,OpenStreetMap,,,
Nayabedde Peak,6.8044998,81.0167724,Mountain / Peak,,,OpenStreetMap,,,
Golumale Stream,7.0921695,80.9410933,Tourist Attraction,,,OpenStreetMap,,,
Singimale Tunnel,6.9022828,80.607352,Viewpoint,,,OpenStreetMap,,,
Singimale Tunnel,6.8980942,80.604592,Viewpoint,,,OpenStreetMap,,,
