from,to,distance_km,duration_min
dambulla,talawa,66.5,84.0
dambulla,badulla,146.4,186.0
dambulla,bandarawela,174.8,218.4
dambulla,monaragala,180.3,220.2
dambulla,welimada,167.4,205.1
dambulla,mahiyanganaya,96.2,122.6
dambulla,haputale,200.1,260.6
dambulla,ella,168.3,214.5
dambulla,passara,161.0,213.2
dambulla,wellawaya,199.4,257.9
dambulla,ratnapura,178.0,188.5
dambulla,kegalle,87.5,97.3
dambulla,embilipitiya,249.9,266.8
dambulla,balangoda,221.7,234.6
dambulla,ruwanwella,118.1,138.2
dambulla,deraniyagala,141.2,166.0
dambulla,kitulgala,133.1,160.1
dambulla,rakkula,207.4,220.5
katugastota,peradeniya,9.5,13.6
katugastota,pilimathalawa,16.2,21.7
katugastota,galagedara,11.7,15.3
katugastota,galle,230.5,214.4
katugastota,matara,267.6,239.0
katugastota,hambantota,244.7,283.5
katugastota,tangalle,294.6,257.4
katugastota,ambalangoda,213.8,198.1
katugastota,deniyaya,227.6,261.0
katugastota,tissamaharama,225.2,262.9
katugastota,akuressa,255.9,234.7
katugastota,weligama,255.6,228.5
katugastota,batapola,212.1,200.2
katugastota,elipitiya,204.8,192.8
katugastota,jaffna,313.2,371.3
katugastota,vavuniya,173.4,207.9
katugastota,mannar,234.2,284.1
katugastota,kilinochchi,250.7,303.1
katugastota,mullaitivu,247.4,311.1
katugastota,point pedro,308.1,370.2
katugastota,chavakachcheri,298.3,355.0
katugastota,kayts,332.3,398.2
katugastota,veldithurai,312.0,376.8
katugastota,nallur,310.3,368.7
katugastota,trincomalee,176.8,206.2
katugastota,batticaloa,183.7,220.8
katugastota,ampara,187.3,221.7
katugastota,kalmunai,203.0,244.4
katugastota,akkaraipattu,215.1,257.2
katugastota,erei,169.8,208.8
katugastota,kattankudy,189.2,227.6
katugastota,mutur,184.5,219.4
katugastota,valachchenai,190.5,236.0
katugastota,kurunegala,37.2,42.0
katugastota,puttalam,124.3,151.1
katugastota,chilaw,116.9,128.2
katugastota,kuliyapitiya,83.0,91.1
katugastota,naththandiya,107.0,121.7
katugastota,wennappuwa,115.0,131.3
katugastota,madurankuliya,130.5,158.4
katugastota,pannala,91.3,103.2
katugastota,anuradhapura,132.0,160.2
katugastota,polonnaruwa,134.9,153.3
katugastota,medawachchiya,149.6,178.2
katugastota,kaduruwela,137.5,158.7
katugastota,kekirawa,97.1,117.5
katugastota,habarana,90.4,105.2
katugastota,galenbindunuwewa,155.3,193.4
katugastota,talawa,128.8,157.1
katugastota,badulla,118.2,140.7
katugastota,bandarawela,121.7,155.7
katugastota,monaragala,161.5,192.8
katugastota,welimada,100.7,127.7
katugastota,mahiyanganaya,76.4,97.9
katugastota,haputale,133.3,183.2
katugastota,ella,140.1,169.1
katugastota,passara,132.8,167.9
katugastota,wellawaya,150.7,182.8
katugastota,ratnapura,133.0,158.7
katugastota,kegalle,41.4,51.4
katugastota,embilipitiya,204.9,237.0
katugastota,balangoda,131.8,174.2
katugastota,ruwanwella,75.8,96.6
katugastota,deraniyagala,98.9,124.4
katugastota,kitulgala,66.4,82.8
katugastota,rakkula,162.4,190.7
peradeniya,pilimathalawa,7.4,9.5
peradeniya,galagedara,16.3,21.9
peradeniya,galle,210.4,203.3
peradeniya,matara,247.5,227.9
peradeniya,hambantota,236.0,271.3
peradeniya,tangalle,274.5,246.2
peradeniya,ambalangoda,193.7,186.9
peradeniya,deniyaya,218.8,248.8
peradeniya,tissamaharama,216.5,250.7
peradeniya,akuressa,235.8,223.5
peradeniya,weligama,235.5,217.3
peradeniya,batapola,192.0,189.0
peradeniya,elipitiya,184.7,181.7
peradeniya,jaffna,320.7,380.0
peradeniya,vavuniya,180.9,216.7
peradeniya,mannar,241.8,292.9
peradeniya,kilinochchi,258.2,311.8
peradeniya,mullaitivu,255.0,319.9
peradeniya,point pedro,315.7,379.0
peradeniya,chavakachcheri,305.8,363.8
peradeniya,kayts,339.8,406.9
peradeniya,veldithurai,319.6,385.6
peradeniya,nallur,317.8,377.5
peradeniya,trincomalee,184.3,214.9
peradeniya,batticaloa,189.2,224.0
peradeniya,ampara,192.8,224.9
peradeniya,kalmunai,208.5,247.6
peradeniya,akkaraipattu,220.6,260.4
peradeniya,erei,177.4,217.5
peradeniya,kattankudy,194.7,230.8
peradeniya,mutur,192.0,228.2
peradeniya,valachchenai,196.0,239.2
peradeniya,kurunegala,41.8,48.6
peradeniya,puttalam,129.0,157.8
peradeniya,chilaw,121.5,134.9
peradeniya,kuliyapitiya,87.6,97.7
peradeniya,naththandiya,111.6,128.3
peradeniya,wennappuwa,108.5,132.1
peradeniya,madurankuliya,135.1,165.0
peradeniya,pannala,84.7,104.0
peradeniya,anuradhapura,139.6,169.0
peradeniya,polonnaruwa,142.4,162.1
peradeniya,medawachchiya,157.2,186.9
peradeniya,kaduruwela,145.0,167.5
peradeniya,kekirawa,104.7,126.3
peradeniya,habarana,97.9,114.0
peradeniya,galenbindunuwewa,162.9,202.1
peradeniya,talawa,133.4,163.7
peradeniya,badulla,120.3,142.4
peradeniya,bandarawela,113.0,143.5
peradeniya,monaragala,163.6,194.5
peradeniya,welimada,91.9,115.6
peradeniya,mahiyanganaya,81.9,101.1
peradeniya,haputale,124.6,171.0
peradeniya,ella,125.7,157.8
peradeniya,passara,134.9,169.7
peradeniya,wellawaya,142.0,170.7
peradeniya,ratnapura,124.3,146.5
peradeniya,kegalle,32.7,39.3
peradeniya,embilipitiya,196.1,224.8
peradeniya,balangoda,123.1,162.0
peradeniya,ruwanwella,67.1,84.5
peradeniya,deraniyagala,90.2,112.3
peradeniya,kitulgala,57.7,70.6
peradeniya,rakkula,153.7,178.6
pilimathalawa,galagedara,18.1,28.0
pilimathalawa,galle,203.0,194.1
pilimathalawa,matara,240.2,218.7
pilimathalawa,hambantota,244.0,265.6
pilimathalawa,tangalle,267.2,237.1
pilimathalawa,ambalangoda,186.4,177.8
pilimathalawa,deniyaya,211.5,239.7
pilimathalawa,tissamaharama,219.5,258.0
pilimathalawa,akuressa,228.5,214.4
pilimathalawa,weligama,228.1,208.1
pilimathalawa,batapola,184.7,179.8
pilimathalawa,elipitiya,177.3,172.5
pilimathalawa,jaffna,327.6,388.9
pilimathalawa,vavuniya,187.8,225.5
pilimathalawa,mannar,248.6,301.7
pilimathalawa,kilinochchi,265.1,320.6
pilimathalawa,mullaitivu,261.8,328.7
pilimathalawa,point pedro,322.6,387.8
pilimathalawa,chavakachcheri,312.7,372.6
pilimathalawa,kayts,346.7,415.7
pilimathalawa,veldithurai,326.5,394.4
pilimathalawa,nallur,324.7,386.3
pilimathalawa,trincomalee,191.2,223.8
pilimathalawa,batticaloa,196.1,232.8
pilimathalawa,ampara,199.6,233.7
pilimathalawa,kalmunai,215.4,256.4
pilimathalawa,akkaraipattu,227.5,269.3
pilimathalawa,erei,184.2,226.3
pilimathalawa,kattankudy,201.6,239.7
pilimathalawa,mutur,198.9,237.0
pilimathalawa,valachchenai,202.9,248.1
pilimathalawa,kurunegala,43.7,54.7
pilimathalawa,puttalam,130.8,163.9
pilimathalawa,chilaw,109.6,129.5
pilimathalawa,kuliyapitiya,75.8,92.3
pilimathalawa,naththandiya,99.8,122.9
pilimathalawa,wennappuwa,101.1,123.0
pilimathalawa,madurankuliya,137.0,171.1
pilimathalawa,pannala,77.4,94.8
pilimathalawa,anuradhapura,146.5,177.8
pilimathalawa,polonnaruwa,149.3,170.9
pilimathalawa,medawachchiya,164.0,195.8
pilimathalawa,kaduruwela,151.9,176.3
pilimathalawa,kekirawa,111.5,135.1
pilimathalawa,habarana,104.8,122.8
pilimathalawa,galenbindunuwewa,169.7,210.9
pilimathalawa,talawa,135.3,169.8
pilimathalawa,badulla,127.2,151.2
pilimathalawa,bandarawela,116.0,150.8
pilimathalawa,monaragala,170.4,203.4
pilimathalawa,welimada,95.0,122.8
pilimathalawa,mahiyanganaya,88.7,109.9
pilimathalawa,haputale,127.6,178.3
pilimathalawa,ella,128.8,165.1
pilimathalawa,passara,141.8,178.5
pilimathalawa,wellawaya,145.1,177.9
pilimathalawa,ratnapura,116.9,137.4
pilimathalawa,kegalle,25.4,30.1
pilimathalawa,embilipitiya,188.8,215.7
pilimathalawa,balangoda,126.1,169.3
pilimathalawa,ruwanwella,59.7,75.3
pilimathalawa,deraniyagala,82.9,103.1
pilimathalawa,kitulgala,60.7,77.9
pilimathalawa,rakkula,146.4,169.4
galagedara,galle,221.6,206.8
galagedara,matara,258.8,231.4
galagedara,hambantota,275.5,287.9
galagedara,tangalle,285.8,249.8
galagedara,ambalangoda,204.9,190.5
galagedara,deniyaya,243.0,262.0
galagedara,tissamaharama,232.2,272.0
galagedara,akuressa,247.0,227.0
galagedara,weligama,246.7,220.8
galagedara,batapola,203.3,192.5
galagedara,elipitiya,195.9,185.2
galagedara,jaffna,317.2,380.3
galagedara,vavuniya,177.4,216.9
galagedara,mannar,238.2,293.2
galagedara,kilinochchi,254.7,312.1
galagedara,mullaitivu,251.4,320.1
galagedara,point pedro,312.2,379.2
galagedara,chavakachcheri,302.3,364.0
galagedara,kayts,336.3,407.2
galagedara,veldithurai,316.1,385.8
galagedara,nallur,314.3,377.7
galagedara,trincomalee,180.8,215.2
galagedara,batticaloa,194.4,232.5
galagedara,ampara,198.0,233.4
galagedara,kalmunai,213.7,256.1
galagedara,akkaraipattu,225.8,268.9
galagedara,erei,173.8,217.8
galagedara,kattankudy,199.9,239.3
galagedara,mutur,188.5,228.5
galagedara,valachchenai,201.2,247.7
galagedara,kurunegala,28.4,34.3
galagedara,puttalam,115.5,143.5
galagedara,chilaw,108.0,120.6
galagedara,kuliyapitiya,74.2,83.4
galagedara,naththandiya,98.2,114.0
galagedara,wennappuwa,106.1,123.7
galagedara,madurankuliya,121.6,150.8
galagedara,pannala,82.4,95.5
galagedara,anuradhapura,136.1,169.3
galagedara,polonnaruwa,138.9,162.3
galagedara,medawachchiya,153.7,187.2
galagedara,kaduruwela,141.5,167.7
galagedara,kekirawa,101.2,126.6
galagedara,habarana,94.4,114.3
galagedara,galenbindunuwewa,159.3,202.4
galagedara,talawa,120.0,149.4
galagedara,badulla,128.9,152.3
galagedara,bandarawela,128.7,164.8
galagedara,monaragala,172.2,204.5
galagedara,welimada,107.7,136.9
galagedara,mahiyanganaya,87.1,109.6
galagedara,haputale,140.3,192.3
galagedara,ella,141.5,179.1
galagedara,passara,143.6,179.6
galagedara,wellawaya,157.8,192.0
galagedara,ratnapura,148.5,159.7
galagedara,kegalle,40.4,57.5
galagedara,embilipitiya,220.3,238.0
galagedara,balangoda,138.8,183.3
galagedara,ruwanwella,74.7,102.6
galagedara,deraniyagala,97.8,130.4
galagedara,kitulgala,73.4,91.9
galagedara,rakkula,177.9,191.7
galle,matara,48.7,49.3
galle,hambantota,133.6,111.5
galle,tangalle,75.7,67.6
galle,ambalangoda,31.3,38.6
galle,deniyaya,83.4,91.7
galle,tissamaharama,142.5,123.1
galle,akuressa,37.0,44.9
galle,weligama,27.9,31.6
galle,batapola,28.8,37.6
galle,elipitiya,40.0,43.3
galle,jaffna,501.0,524.3
galle,vavuniya,361.2,360.9
galle,mannar,406.0,422.9
galle,kilinochchi,438.5,456.1
galle,mullaitivu,435.2,464.1
galle,point pedro,495.9,523.2
galle,chavakachcheri,486.1,508.0
galle,kayts,520.1,551.2
galle,veldithurai,499.8,529.8
galle,nallur,498.1,521.7
galle,trincomalee,364.6,359.2
galle,batticaloa,345.8,354.1
galle,ampara,298.9,301.9
galle,kalmunai,323.1,329.1
galle,akkaraipattu,317.8,312.0
galle,erei,357.6,361.8
galle,kattankudy,351.3,360.9
galle,mutur,372.3,372.4
galle,valachchenai,352.5,369.3
galle,kurunegala,200.9,176.8
galle,puttalam,252.2,231.9
galle,chilaw,198.6,174.0
galle,kuliyapitiya,190.6,180.1
galle,naththandiya,182.7,163.1
galle,wennappuwa,173.6,148.7
galle,madurankuliya,238.7,219.0
galle,pannala,180.7,160.7
galle,anuradhapura,301.1,311.1
galle,polonnaruwa,322.7,306.3
galle,medawachchiya,337.4,331.2
galle,kaduruwela,325.3,311.7
galle,kekirawa,284.9,270.5
galle,habarana,278.2,258.3
galle,galenbindunuwewa,343.1,346.4
galle,talawa,284.5,290.2
galle,badulla,219.2,215.0
galle,bandarawela,211.1,202.7
galle,monaragala,206.1,191.2
galle,welimada,231.0,228.3
galle,mahiyanganaya,272.0,281.9
galle,haputale,200.6,214.5
galle,ella,197.1,185.8
galle,passara,215.5,228.6
galle,wellawaya,184.7,167.5
galle,ratnapura,147.0,137.2
galle,kegalle,183.6,164.8
galle,embilipitiya,109.8,95.4
galle,balangoda,163.3,157.7
galle,ruwanwella,163.8,156.0
galle,deraniyagala,168.2,160.5
galle,kitulgala,184.3,176.6
galle,rakkula,151.9,137.9
matara,hambantota,103.4,89.5
matara,tangalle,37.0,41.3
matara,ambalangoda,77.9,69.4
matara,deniyaya,69.2,77.6
matara,tissamaharama,112.3,101.1
matara,akuressa,15.5,22.1
matara,weligama,17.7,22.9
matara,batapola,69.3,66.0
matara,elipitiya,69.1,64.4
matara,jaffna,530.1,545.4
matara,vavuniya,390.3,382.0
matara,mannar,435.1,444.0
matara,kilinochchi,467.6,477.2
matara,mullaitivu,464.3,485.2
matara,point pedro,525.0,544.3
matara,chavakachcheri,515.2,529.1
matara,kayts,549.2,572.3
matara,veldithurai,528.9,550.9
matara,nallur,527.2,542.8
matara,trincomalee,393.7,380.3
matara,batticaloa,315.6,332.0
matara,ampara,268.7,279.8
matara,kalmunai,292.9,307.0
matara,akkaraipattu,287.5,290.0
matara,erei,329.0,375.2
matara,kattankudy,321.0,338.8
matara,mutur,401.4,393.5
matara,valachchenai,322.3,347.2
matara,kurunegala,230.0,197.9
matara,puttalam,281.3,253.0
matara,chilaw,227.6,195.1
matara,kuliyapitiya,219.7,201.2
matara,naththandiya,211.8,184.2
matara,wennappuwa,202.7,169.8
matara,madurankuliya,267.8,240.1
matara,pannala,209.8,181.8
matara,anuradhapura,330.2,332.2
matara,polonnaruwa,351.8,327.4
matara,medawachchiya,366.5,352.3
matara,kaduruwela,354.4,332.8
matara,kekirawa,314.0,291.6
matara,habarana,307.3,279.4
matara,galenbindunuwewa,372.2,367.5
matara,talawa,313.6,311.3
matara,badulla,189.0,192.9
matara,bandarawela,180.9,180.6
matara,monaragala,175.9,169.1
matara,welimada,200.8,206.2
matara,mahiyanganaya,241.8,259.9
matara,haputale,170.4,192.4
matara,ella,166.9,163.7
matara,passara,185.3,206.5
matara,wellawaya,154.5,145.4
matara,ratnapura,151.3,148.6
matara,kegalle,212.7,185.9
matara,embilipitiya,79.6,73.3
matara,balangoda,133.1,135.6
matara,ruwanwella,192.9,177.1
matara,deraniyagala,197.3,181.6
matara,kitulgala,213.4,197.7
matara,rakkula,121.7,115.8
hambantota,tangalle,47.9,53.6
hambantota,ambalangoda,164.6,134.1
hambantota,deniyaya,93.9,103.2
hambantota,tissamaharama,29.7,34.5
hambantota,akuressa,107.2,92.4
hambantota,weligama,109.9,93.3
hambantota,batapola,156.0,130.7
hambantota,elipitiya,155.8,129.0
hambantota,jaffna,549.1,605.3
hambantota,vavuniya,409.3,441.9
hambantota,mannar,521.8,508.7
hambantota,kilinochchi,486.6,537.1
hambantota,mullaitivu,483.4,545.1
hambantota,point pedro,544.1,604.2
hambantota,chavakachcheri,534.2,589.0
hambantota,kayts,568.2,632.1
hambantota,veldithurai,548.0,610.8
hambantota,nallur,546.2,602.7
hambantota,trincomalee,357.6,421.3
hambantota,batticaloa,249.2,283.3
hambantota,ampara,202.3,231.1
hambantota,kalmunai,226.5,258.2
hambantota,akkaraipattu,221.1,241.2
hambantota,erei,262.6,326.4
hambantota,kattankudy,254.6,290.1
hambantota,mutur,329.3,391.0
hambantota,valachchenai,255.9,298.5
hambantota,kurunegala,249.1,257.8
hambantota,puttalam,368.1,317.7
hambantota,chilaw,314.4,259.8
hambantota,kuliyapitiya,306.4,265.8
hambantota,naththandiya,298.5,248.9
hambantota,wennappuwa,289.5,234.5
hambantota,madurankuliya,354.5,304.8
hambantota,pannala,296.6,246.5
hambantota,anuradhapura,349.2,392.1
hambantota,polonnaruwa,265.2,308.0
hambantota,medawachchiya,385.6,412.2
hambantota,kaduruwela,264.6,309.3
hambantota,kekirawa,333.1,351.5
hambantota,habarana,326.3,339.2
hambantota,galenbindunuwewa,391.3,427.4
hambantota,talawa,332.6,371.2
hambantota,badulla,132.5,148.2
hambantota,bandarawela,124.4,135.9
hambantota,monaragala,109.5,120.4
hambantota,welimada,144.3,161.4
hambantota,mahiyanganaya,180.0,213.6
hambantota,haputale,126.2,148.8
hambantota,ella,110.4,119.0
hambantota,passara,128.8,161.7
hambantota,wellawaya,98.0,100.7
hambantota,ratnapura,126.3,127.8
hambantota,kegalle,216.5,231.0
hambantota,embilipitiya,54.6,52.5
hambantota,balangoda,108.1,114.9
hambantota,ruwanwella,186.8,195.8
hambantota,deraniyagala,164.4,184.2
hambantota,kitulgala,207.4,216.4
hambantota,rakkula,96.7,95.1
tangalle,ambalangoda,105.8,89.4
tangalle,deniyaya,62.3,82.5
tangalle,tissamaharama,80.7,78.9
tangalle,akuressa,48.3,47.7
tangalle,weligama,51.0,48.6
tangalle,batapola,97.2,86.0
tangalle,elipitiya,97.0,84.3
tangalle,jaffna,558.0,565.4
tangalle,vavuniya,418.1,402.0
tangalle,mannar,463.0,464.0
tangalle,kilinochchi,495.5,497.1
tangalle,mullaitivu,492.2,505.2
tangalle,point pedro,552.9,564.3
tangalle,chavakachcheri,543.1,549.1
tangalle,kayts,577.1,592.2
tangalle,veldithurai,556.8,570.9
tangalle,nallur,555.1,562.8
tangalle,trincomalee,421.5,400.3
tangalle,batticaloa,284.0,309.9
tangalle,ampara,237.1,257.7
tangalle,kalmunai,261.3,284.9
tangalle,akkaraipattu,256.0,267.8
tangalle,erei,297.4,353.0
tangalle,kattankudy,289.5,316.7
tangalle,mutur,429.3,413.5
tangalle,valachchenai,290.7,325.1
tangalle,kurunegala,257.9,217.8
tangalle,puttalam,309.2,273.0
tangalle,chilaw,255.5,215.1
tangalle,kuliyapitiya,247.6,221.1
tangalle,naththandiya,239.7,204.2
tangalle,wennappuwa,230.6,189.8
tangalle,madurankuliya,295.7,260.1
tangalle,pannala,237.7,201.8
tangalle,anuradhapura,358.1,352.1
tangalle,polonnaruwa,300.0,334.6
tangalle,medawachchiya,394.4,372.3
tangalle,kaduruwela,299.4,335.9
tangalle,kekirawa,341.9,311.6
tangalle,habarana,335.2,299.3
tangalle,galenbindunuwewa,400.1,387.4
tangalle,talawa,341.5,331.3
tangalle,badulla,157.4,170.8
tangalle,bandarawela,149.3,158.5
tangalle,monaragala,144.3,147.0
tangalle,welimada,169.2,184.1
tangalle,mahiyanganaya,210.2,237.7
tangalle,haputale,138.8,170.3
tangalle,ella,135.3,141.6
tangalle,passara,153.7,184.4
tangalle,wellawaya,122.9,123.3
tangalle,ratnapura,119.7,126.4
tangalle,kegalle,240.6,205.8
tangalle,embilipitiya,48.0,51.2
tangalle,balangoda,101.5,113.5
tangalle,ruwanwella,180.2,194.4
tangalle,deraniyagala,157.8,182.9
tangalle,kitulgala,200.8,215.1
tangalle,rakkula,90.1,93.7
ambalangoda,deniyaya,117.4,115.9
ambalangoda,tissamaharama,174.8,147.3
ambalangoda,akuressa,69.3,69.1
ambalangoda,weligama,69.0,62.9
ambalangoda,batapola,10.5,13.1
ambalangoda,elipitiya,13.3,19.8
ambalangoda,jaffna,479.1,507.9
ambalangoda,vavuniya,339.3,344.5
ambalangoda,mannar,384.1,406.6
ambalangoda,kilinochchi,416.6,439.7
ambalangoda,mullaitivu,413.3,447.8
ambalangoda,point pedro,474.1,506.8
ambalangoda,chavakachcheri,464.2,491.7
ambalangoda,kayts,498.2,534.8
ambalangoda,veldithurai,478.0,513.5
ambalangoda,nallur,476.2,505.3
ambalangoda,trincomalee,342.7,342.8
ambalangoda,batticaloa,378.1,378.3
ambalangoda,ampara,331.2,326.1
ambalangoda,kalmunai,355.4,353.2
ambalangoda,akkaraipattu,350.0,336.2
ambalangoda,erei,335.7,345.4
ambalangoda,kattankudy,383.6,385.1
ambalangoda,mutur,350.4,356.1
ambalangoda,valachchenai,372.3,378.0
ambalangoda,kurunegala,179.0,160.4
ambalangoda,puttalam,230.4,215.6
ambalangoda,chilaw,176.7,157.6
ambalangoda,kuliyapitiya,168.7,163.7
ambalangoda,naththandiya,160.8,146.8
ambalangoda,wennappuwa,151.8,132.3
ambalangoda,madurankuliya,216.8,202.6
ambalangoda,pannala,158.9,144.4
ambalangoda,anuradhapura,279.2,294.7
ambalangoda,polonnaruwa,300.8,290.0
ambalangoda,medawachchiya,315.6,314.8
ambalangoda,kaduruwela,303.4,295.4
ambalangoda,kekirawa,263.1,254.2
ambalangoda,habarana,256.3,241.9
ambalangoda,galenbindunuwewa,321.2,330.0
ambalangoda,talawa,262.6,273.9
ambalangoda,badulla,251.5,239.2
ambalangoda,bandarawela,222.9,225.7
ambalangoda,monaragala,238.4,215.4
ambalangoda,welimada,238.0,244.8
ambalangoda,mahiyanganaya,275.1,286.6
ambalangoda,haputale,206.1,223.8
ambalangoda,ella,229.4,210.0
ambalangoda,passara,247.8,252.8
ambalangoda,wellawaya,217.0,191.7
ambalangoda,ratnapura,125.1,120.9
ambalangoda,kegalle,161.7,148.4
ambalangoda,embilipitiya,142.1,119.5
ambalangoda,balangoda,168.8,167.0
ambalangoda,ruwanwella,141.9,139.6
ambalangoda,deraniyagala,146.4,144.1
ambalangoda,kitulgala,162.5,160.2
ambalangoda,rakkula,129.3,145.9
deniyaya,tissamaharama,103.7,115.9
deniyaya,akuressa,58.0,64.7
deniyaya,weligama,67.8,77.3
deniyaya,batapola,108.7,112.3
deniyaya,elipitiya,108.5,110.6
deniyaya,jaffna,517.5,580.5
deniyaya,vavuniya,377.7,417.1
deniyaya,mannar,474.5,490.3
deniyaya,kilinochchi,455.1,512.3
deniyaya,mullaitivu,451.8,520.3
deniyaya,point pedro,512.5,579.4
deniyaya,chavakachcheri,502.7,564.2
deniyaya,kayts,536.6,607.4
deniyaya,veldithurai,516.4,586.0
deniyaya,nallur,514.6,577.9
deniyaya,trincomalee,381.1,415.4
deniyaya,batticaloa,307.0,346.9
deniyaya,ampara,260.1,294.7
deniyaya,kalmunai,284.3,321.9
deniyaya,akkaraipattu,279.0,304.8
deniyaya,erei,320.4,390.0
deniyaya,kattankudy,312.5,353.7
deniyaya,mutur,388.9,428.6
deniyaya,valachchenai,313.7,362.1
deniyaya,kurunegala,217.5,233.0
deniyaya,puttalam,320.8,299.3
deniyaya,chilaw,267.1,241.3
deniyaya,kuliyapitiya,213.0,244.8
deniyaya,naththandiya,251.2,230.5
deniyaya,wennappuwa,242.2,216.1
deniyaya,madurankuliya,307.2,286.4
deniyaya,pannala,249.3,228.1
deniyaya,anuradhapura,317.6,367.3
deniyaya,polonnaruwa,339.3,362.5
deniyaya,medawachchiya,354.0,387.4
deniyaya,kaduruwela,341.9,367.9
deniyaya,kekirawa,301.5,326.7
deniyaya,habarana,294.7,314.5
deniyaya,galenbindunuwewa,359.7,402.6
deniyaya,talawa,301.1,346.4
deniyaya,badulla,174.9,193.2
deniyaya,bandarawela,147.2,162.0
deniyaya,monaragala,167.3,184.0
deniyaya,welimada,162.2,181.1
deniyaya,mahiyanganaya,227.7,260.2
deniyaya,haputale,130.4,160.1
deniyaya,ella,160.3,176.8
deniyaya,passara,189.0,219.9
deniyaya,wellawaya,145.9,160.3
deniyaya,ratnapura,94.7,103.0
deniyaya,kegalle,184.9,206.2
deniyaya,embilipitiya,41.0,55.1
deniyaya,balangoda,93.0,103.3
deniyaya,ruwanwella,155.3,171.0
deniyaya,deraniyagala,132.8,159.4
deniyaya,kitulgala,175.8,191.6
deniyaya,rakkula,65.1,70.3
tissamaharama,akuressa,117.2,105.5
tissamaharama,weligama,119.9,106.3
tissamaharama,batapola,166.1,143.8
tissamaharama,elipitiya,165.9,142.1
tissamaharama,jaffna,493.7,593.5
tissamaharama,vavuniya,353.9,430.1
tissamaharama,mannar,414.8,506.4
tissamaharama,kilinochchi,431.3,525.3
tissamaharama,mullaitivu,428.0,533.3
tissamaharama,point pedro,488.7,592.4
tissamaharama,chavakachcheri,478.9,577.2
tissamaharama,kayts,512.8,620.4
tissamaharama,veldithurai,492.6,599.0
tissamaharama,nallur,490.9,590.9
tissamaharama,trincomalee,329.2,389.5
tissamaharama,batticaloa,220.8,251.5
tissamaharama,ampara,173.9,199.3
tissamaharama,kalmunai,198.1,226.4
tissamaharama,akkaraipattu,192.7,209.4
tissamaharama,erei,234.2,294.6
tissamaharama,kattankudy,226.2,258.3
tissamaharama,mutur,300.9,359.2
tissamaharama,valachchenai,227.5,266.7
tissamaharama,kurunegala,259.1,270.8
tissamaharama,puttalam,378.1,330.8
tissamaharama,chilaw,324.4,272.8
tissamaharama,kuliyapitiya,316.5,278.9
tissamaharama,naththandiya,308.6,262.0
tissamaharama,wennappuwa,299.5,247.5
tissamaharama,madurankuliya,364.6,317.8
tissamaharama,pannala,306.6,259.6
tissamaharama,anuradhapura,312.6,382.5
tissamaharama,polonnaruwa,236.8,276.2
tissamaharama,medawachchiya,330.2,400.4
tissamaharama,kaduruwela,236.2,277.5
tissamaharama,kekirawa,277.7,339.8
tissamaharama,habarana,281.0,323.7
tissamaharama,galenbindunuwewa,335.9,415.6
tissamaharama,talawa,342.7,384.3
tissamaharama,badulla,109.0,127.6
tissamaharama,bandarawela,100.9,115.3
tissamaharama,monaragala,81.1,88.6
tissamaharama,welimada,120.7,140.9
tissamaharama,mahiyanganaya,151.6,181.8
tissamaharama,haputale,102.7,128.3
tissamaharama,ella,86.9,98.4
tissamaharama,passara,107.8,133.8
tissamaharama,wellawaya,74.5,80.1
tissamaharama,ratnapura,136.4,140.9
tissamaharama,kegalle,226.6,244.1
tissamaharama,embilipitiya,64.7,65.6
tissamaharama,balangoda,118.2,127.9
tissamaharama,ruwanwella,196.9,208.9
tissamaharama,deraniyagala,174.5,197.3
tissamaharama,kitulgala,217.4,229.5
tissamaharama,rakkula,106.8,108.1
akuressa,weligama,11.7,17.9
akuressa,batapola,60.7,62.9
akuressa,elipitiya,60.4,61.3
akuressa,jaffna,521.4,542.3
akuressa,vavuniya,381.6,378.9
akuressa,mannar,426.4,441.0
akuressa,kilinochchi,459.0,474.1
akuressa,mullaitivu,455.7,482.1
akuressa,point pedro,516.4,541.2
akuressa,chavakachcheri,506.6,526.1
akuressa,kayts,540.5,569.2
akuressa,veldithurai,520.3,547.9
akuressa,nallur,518.6,539.7
akuressa,trincomalee,385.0,377.2
akuressa,batticaloa,313.8,330.5
akuressa,ampara,267.0,278.3
akuressa,kalmunai,291.1,305.4
akuressa,akkaraipattu,285.8,288.4
akuressa,erei,327.3,373.6
akuressa,kattankudy,319.3,337.3
akuressa,mutur,392.8,390.5
akuressa,valachchenai,320.6,345.7
akuressa,kurunegala,221.4,194.8
akuressa,puttalam,272.7,249.9
akuressa,chilaw,219.0,192.0
akuressa,kuliyapitiya,211.0,198.1
akuressa,naththandiya,203.2,181.1
akuressa,wennappuwa,194.1,166.7
akuressa,madurankuliya,259.2,237.0
akuressa,pannala,201.2,178.8
akuressa,anuradhapura,321.6,329.1
akuressa,polonnaruwa,343.2,324.3
akuressa,medawachchiya,357.9,349.2
akuressa,kaduruwela,345.8,329.7
akuressa,kekirawa,305.4,288.6
akuressa,habarana,298.7,276.3
akuressa,galenbindunuwewa,363.6,364.4
akuressa,talawa,305.0,308.2
akuressa,badulla,187.3,191.4
akuressa,bandarawela,179.2,179.1
akuressa,monaragala,174.2,167.6
akuressa,welimada,199.0,204.6
akuressa,mahiyanganaya,240.1,258.3
akuressa,haputale,168.7,190.8
