from,to,distance_km,duration_min
ampara,anuradhapura,233.9,271.7
ampara,polonnaruwa,133.0,153.4
ampara,medawachchiya,251.5,289.6
ampara,kaduruwela,132.4,154.8
ampara,kekirawa,204.4,238.1
ampara,habarana,177.2,201.0
ampara,galenbindunuwewa,257.2,304.8
ampara,talawa,245.4,287.3
ampara,badulla,136.4,162.6
ampara,bandarawela,158.4,190.4
ampara,monaragala,93.1,111.4
ampara,welimada,166.3,199.7
ampara,mahiyanganaya,114.0,144.8
ampara,haputale,168.4,209.5
ampara,ella,148.4,178.8
ampara,passara,125.6,165.4
ampara,wellawaya,140.2,161.4
ampara,ratnapura,244.0,270.5
ampara,kegalle,230.0,278.3
ampara,embilipitiya,199.8,237.4
ampara,balangoda,200.6,224.8
ampara,ruwanwella,264.4,323.5
ampara,deraniyagala,282.1,326.9
ampara,kitulgala,260.8,307.5
ampara,rakkula,228.0,256.6
kalmunai,akkaraipattu,24.5,32.2
kalmunai,erei,118.0,153.6
kalmunai,kattankudy,36.4,41.4
kalmunai,mutur,149.1,190.8
kalmunai,valachchenai,75.6,98.3
kalmunai,kurunegala,258.5,289.1
kalmunai,puttalam,306.9,356.5
kalmunai,chilaw,331.6,375.8
kalmunai,kuliyapitiya,297.8,338.6
kalmunai,naththandiya,321.8,369.2
kalmunai,wennappuwa,337.6,379.7
kalmunai,madurankuliya,323.3,376.1
kalmunai,pannala,313.8,351.6
kalmunai,anuradhapura,237.4,275.3
kalmunai,polonnaruwa,136.5,157.0
kalmunai,medawachchiya,255.0,293.2
kalmunai,kaduruwela,135.9,158.4
kalmunai,kekirawa,207.9,241.7
kalmunai,habarana,180.7,204.6
kalmunai,galenbindunuwewa,246.3,300.5
kalmunai,talawa,248.9,290.9
kalmunai,badulla,163.2,194.1
kalmunai,bandarawela,185.2,221.9
kalmunai,monaragala,117.2,138.6
kalmunai,welimada,193.1,231.2
kalmunai,mahiyanganaya,140.8,176.3
kalmunai,haputale,192.5,236.7
kalmunai,ella,176.9,206.9
kalmunai,passara,152.4,196.9
kalmunai,wellawaya,164.3,188.6
kalmunai,ratnapura,268.2,297.6
kalmunai,kegalle,256.9,309.8
kalmunai,embilipitiya,224.0,264.6
kalmunai,balangoda,224.7,252.0
kalmunai,ruwanwella,291.2,355.0
kalmunai,deraniyagala,306.2,354.1
kalmunai,kitulgala,287.6,339.0
kalmunai,rakkula,252.1,283.8
akkaraipattu,erei,140.7,180.8
akkaraipattu,kattankudy,59.1,68.6
akkaraipattu,mutur,171.7,217.9
akkaraipattu,valachchenai,98.3,125.4
akkaraipattu,kurunegala,259.1,310.7
akkaraipattu,puttalam,329.6,383.6
akkaraipattu,chilaw,338.7,396.9
akkaraipattu,kuliyapitiya,304.9,359.8
akkaraipattu,naththandiya,328.9,390.4
akkaraipattu,wennappuwa,336.8,400.0
akkaraipattu,madurankuliya,346.0,403.2
akkaraipattu,pannala,313.1,371.9
akkaraipattu,anuradhapura,260.0,302.5
akkaraipattu,polonnaruwa,159.2,184.2
akkaraipattu,medawachchiya,277.6,320.4
akkaraipattu,kaduruwela,158.5,185.5
akkaraipattu,kekirawa,230.6,268.8
akkaraipattu,habarana,203.4,231.7
akkaraipattu,galenbindunuwewa,269.0,327.6
akkaraipattu,talawa,271.6,318.0
akkaraipattu,badulla,170.7,186.8
akkaraipattu,bandarawela,185.5,206.5
akkaraipattu,monaragala,111.8,121.4
akkaraipattu,welimada,200.6,223.9
akkaraipattu,mahiyanganaya,140.6,178.9
akkaraipattu,haputale,187.2,219.4
akkaraipattu,ella,171.5,189.6
akkaraipattu,passara,159.9,189.6
akkaraipattu,wellawaya,158.9,171.3
akkaraipattu,ratnapura,262.8,280.4
akkaraipattu,kegalle,256.7,312.4
akkaraipattu,embilipitiya,218.6,247.3
akkaraipattu,balangoda,219.4,234.7
akkaraipattu,ruwanwella,323.3,348.4
akkaraipattu,deraniyagala,300.9,336.8
akkaraipattu,kitulgala,287.1,330.4
akkaraipattu,rakkula,246.7,266.5
erei,kattankudy,81.9,112.9
erei,mutur,66.7,125.3
erei,valachchenai,53.3,85.2
erei,kurunegala,157.3,187.9
erei,puttalam,205.7,255.3
erei,chilaw,230.4,274.6
erei,kuliyapitiya,196.6,237.4
erei,naththandiya,220.6,268.0
erei,wennappuwa,236.3,278.5
erei,madurankuliya,222.1,274.9
erei,pannala,212.6,250.4
erei,anuradhapura,136.1,174.1
erei,polonnaruwa,35.2,55.8
erei,medawachchiya,153.7,192.1
erei,kaduruwela,34.6,57.2
erei,kekirawa,106.7,140.5
erei,habarana,79.4,103.4
erei,galenbindunuwewa,159.4,207.2
erei,talawa,147.7,189.7
erei,badulla,145.3,198.4
erei,bandarawela,173.7,230.8
erei,monaragala,162.4,211.9
erei,welimada,176.0,236.6
erei,mahiyanganaya,94.5,134.3
erei,haputale,195.2,273.2
erei,ella,167.2,226.9
erei,passara,160.0,225.7
erei,wellawaya,200.4,256.3
erei,ratnapura,278.7,314.5
erei,kegalle,188.1,223.4
erei,embilipitiya,260.1,332.3
erei,balangoda,227.4,288.5
erei,ruwanwella,218.8,264.3
erei,deraniyagala,241.9,292.1
erei,kitulgala,234.5,286.9
erei,rakkula,254.8,320.3
kattankudy,mutur,112.9,149.8
kattankudy,valachchenai,39.5,57.3
kattankudy,kurunegala,222.4,248.1
kattankudy,puttalam,270.7,315.5
kattankudy,chilaw,295.5,334.8
kattankudy,kuliyapitiya,261.6,297.7
kattankudy,naththandiya,285.6,328.3
kattankudy,wennappuwa,301.4,338.7
kattankudy,madurankuliya,287.1,335.1
kattankudy,pannala,277.7,310.6
kattankudy,anuradhapura,201.2,234.3
kattankudy,polonnaruwa,100.3,116.1
kattankudy,medawachchiya,218.8,252.3
kattankudy,kaduruwela,99.7,117.4
kattankudy,kekirawa,171.7,200.7
kattankudy,habarana,144.5,163.6
kattankudy,galenbindunuwewa,210.1,259.5
kattankudy,talawa,212.8,249.9
kattankudy,badulla,170.4,189.0
kattankudy,bandarawela,192.4,216.8
kattankudy,monaragala,151.8,175.2
kattankudy,welimada,200.4,226.1
kattankudy,mahiyanganaya,135.0,167.5
kattankudy,haputale,213.9,259.1
kattankudy,ella,182.4,205.1
kattankudy,passara,159.6,191.8
kattankudy,wellawaya,192.3,220.0
kattankudy,ratnapura,289.5,320.1
kattankudy,kegalle,253.2,283.6
kattankudy,embilipitiya,252.0,296.1
kattankudy,balangoda,246.1,274.4
kattankudy,ruwanwella,283.8,324.5
kattankudy,deraniyagala,307.0,352.3
kattankudy,kitulgala,276.0,332.3
kattankudy,rakkula,273.5,306.2
mutur,valachchenai,82.5,119.8
mutur,kurunegala,172.0,198.9
mutur,puttalam,208.6,238.4
mutur,chilaw,245.1,285.6
mutur,kuliyapitiya,211.2,248.4
mutur,naththandiya,235.2,279.0
mutur,wennappuwa,251.0,289.5
mutur,madurankuliya,225.0,258.0
mutur,pannala,227.3,261.4
mutur,anuradhapura,134.3,157.5
mutur,polonnaruwa,115.2,139.7
mutur,medawachchiya,111.9,135.1
mutur,kaduruwela,117.8,145.1
mutur,kekirawa,121.3,151.4
mutur,habarana,94.1,114.4
mutur,galenbindunuwewa,101.0,123.7
mutur,talawa,159.9,188.1
mutur,badulla,247.7,288.8
mutur,bandarawela,269.7,316.6
mutur,monaragala,231.7,275.5
mutur,welimada,277.6,325.9
mutur,mahiyanganaya,158.7,229.0
mutur,haputale,291.2,359.0
mutur,ella,259.7,305.0
mutur,passara,236.9,291.6
mutur,wellawaya,269.6,319.9
mutur,ratnapura,293.3,325.5
mutur,kegalle,202.8,234.3
mutur,embilipitiya,329.3,395.9
mutur,balangoda,337.0,371.6
mutur,ruwanwella,233.4,275.3
mutur,deraniyagala,256.6,303.1
mutur,kitulgala,249.1,297.9
mutur,rakkula,322.7,357.6
valachchenai,kurunegala,193.8,220.7
valachchenai,puttalam,242.2,288.0
valachchenai,chilaw,266.9,307.4
valachchenai,kuliyapitiya,233.1,270.2
valachchenai,naththandiya,257.1,300.8
valachchenai,wennappuwa,272.9,311.2
valachchenai,madurankuliya,258.6,307.6
valachchenai,pannala,249.1,283.1
valachchenai,anuradhapura,172.7,206.9
valachchenai,polonnaruwa,71.8,88.6
valachchenai,medawachchiya,190.2,224.8
valachchenai,kaduruwela,71.2,89.9
valachchenai,kekirawa,143.2,173.2
valachchenai,habarana,116.0,136.1
valachchenai,galenbindunuwewa,177.3,230.7
valachchenai,talawa,184.2,222.4
valachchenai,badulla,171.8,197.6
valachchenai,bandarawela,193.8,225.5
valachchenai,monaragala,155.8,184.4
valachchenai,welimada,201.7,234.7
valachchenai,mahiyanganaya,130.9,166.9
valachchenai,haputale,215.3,267.8
valachchenai,ella,183.8,213.8
valachchenai,passara,161.0,200.4
valachchenai,wellawaya,193.7,228.7
valachchenai,ratnapura,290.9,328.7
valachchenai,kegalle,224.6,256.1
valachchenai,embilipitiya,253.4,304.7
valachchenai,balangoda,247.5,283.1
valachchenai,ruwanwella,255.3,297.0
valachchenai,deraniyagala,278.4,324.8
valachchenai,kitulgala,271.0,319.7
valachchenai,rakkula,274.9,314.9
kurunegala,puttalam,87.2,109.5
kurunegala,chilaw,73.6,87.4
kurunegala,kuliyapitiya,39.7,50.2
kurunegala,naththandiya,63.7,80.8
kurunegala,wennappuwa,71.6,93.2
kurunegala,madurankuliya,93.4,116.7
kurunegala,pannala,56.2,66.4
kurunegala,anuradhapura,108.3,136.3
kurunegala,polonnaruwa,122.0,132.2
kurunegala,medawachchiya,136.7,157.0
kurunegala,kaduruwela,124.6,137.6
kurunegala,kekirawa,84.2,96.4
kurunegala,habarana,77.5,84.1
kurunegala,galenbindunuwewa,142.4,172.2
kurunegala,talawa,91.7,115.4
kurunegala,badulla,154.4,178.8
kurunegala,bandarawela,154.3,191.3
kurunegala,monaragala,197.7,230.9
kurunegala,welimada,133.2,163.3
kurunegala,mahiyanganaya,112.6,136.0
kurunegala,haputale,165.9,218.8
kurunegala,ella,167.0,205.5
kurunegala,passara,169.1,206.0
kurunegala,wellawaya,183.3,218.4
kurunegala,ratnapura,122.2,130.5
kurunegala,kegalle,31.3,36.1
kurunegala,embilipitiya,194.1,208.8
kurunegala,balangoda,165.9,176.7
kurunegala,ruwanwella,61.9,77.0
kurunegala,deraniyagala,85.1,104.8
kurunegala,kitulgala,85.5,102.5
kurunegala,rakkula,151.6,162.6
puttalam,chilaw,53.7,58.1
puttalam,kuliyapitiya,87.4,94.9
puttalam,naththandiya,77.6,88.2
puttalam,wennappuwa,80.3,88.1
puttalam,madurankuliya,19.7,23.5
puttalam,pannala,105.5,119.6
puttalam,anuradhapura,77.2,85.4
puttalam,polonnaruwa,170.8,199.9
puttalam,medawachchiya,113.3,128.4
puttalam,kaduruwela,173.4,205.3
puttalam,kekirawa,98.0,116.9
puttalam,habarana,128.3,154.2
puttalam,galenbindunuwewa,119.0,143.6
puttalam,talawa,58.7,67.3
puttalam,badulla,241.6,288.2
puttalam,bandarawela,241.5,300.6
puttalam,monaragala,284.9,340.3
puttalam,welimada,220.4,272.7
puttalam,mahiyanganaya,199.8,245.4
puttalam,haputale,299.8,326.1
puttalam,ella,254.2,314.9
puttalam,passara,256.3,315.4
puttalam,wellawaya,270.5,327.8
puttalam,ratnapura,218.7,223.2
puttalam,kegalle,118.5,145.5
puttalam,embilipitiya,290.6,301.5
puttalam,balangoda,262.4,269.4
puttalam,ruwanwella,156.1,181.3
puttalam,deraniyagala,176.7,206.7
puttalam,kitulgala,183.6,210.7
puttalam,rakkula,248.2,255.3
chilaw,kuliyapitiya,33.9,37.3
chilaw,naththandiya,24.1,30.6
chilaw,wennappuwa,26.8,30.5
chilaw,madurankuliya,40.3,45.6
chilaw,pannala,52.0,62.0
chilaw,anuradhapura,127.6,139.5
chilaw,polonnaruwa,194.9,218.5
chilaw,medawachchiya,163.6,182.6
chilaw,kaduruwela,197.5,223.9
chilaw,kekirawa,122.8,161.0
chilaw,habarana,150.3,170.4
chilaw,galenbindunuwewa,169.3,197.8
chilaw,talawa,109.0,121.4
chilaw,badulla,233.6,264.8
chilaw,bandarawela,263.1,270.4
chilaw,monaragala,276.9,316.9
chilaw,welimada,197.7,249.1
chilaw,mahiyanganaya,191.8,222.0
chilaw,haputale,246.3,268.5
chilaw,ella,276.2,285.2
chilaw,passara,248.3,292.0
chilaw,wellawaya,269.0,274.1
chilaw,ratnapura,165.2,165.6
chilaw,kegalle,84.9,101.0
chilaw,embilipitiya,237.1,243.9
chilaw,balangoda,208.9,211.8
chilaw,ruwanwella,102.6,123.7
chilaw,deraniyagala,123.2,149.1
chilaw,kitulgala,130.1,153.1
chilaw,rakkula,194.6,197.7
kuliyapitiya,naththandiya,24.1,30.9
kuliyapitiya,wennappuwa,31.9,43.3
kuliyapitiya,madurankuliya,74.1,82.4
kuliyapitiya,pannala,23.8,31.8
kuliyapitiya,anuradhapura,119.2,149.9
kuliyapitiya,polonnaruwa,161.0,181.1
kuliyapitiya,medawachchiya,155.3,192.9
kuliyapitiya,kaduruwela,163.6,186.5
kuliyapitiya,kekirawa,107.5,142.4
kuliyapitiya,habarana,116.5,133.1
kuliyapitiya,galenbindunuwewa,160.9,208.1
kuliyapitiya,talawa,102.6,129.0
kuliyapitiya,badulla,199.8,227.4
kuliyapitiya,bandarawela,184.9,239.7
kuliyapitiya,monaragala,243.0,279.6
kuliyapitiya,welimada,163.8,211.7
kuliyapitiya,mahiyanganaya,157.9,184.7
kuliyapitiya,haputale,199.0,245.3
kuliyapitiya,ella,197.7,253.9
kuliyapitiya,passara,214.4,254.7
kuliyapitiya,wellawaya,221.7,250.8
kuliyapitiya,ratnapura,118.0,142.3
kuliyapitiya,kegalle,51.0,63.6
kuliyapitiya,embilipitiya,189.8,220.7
kuliyapitiya,balangoda,161.6,188.5
kuliyapitiya,ruwanwella,72.7,95.3
kuliyapitiya,deraniyagala,95.7,123.1
kuliyapitiya,kitulgala,99.0,123.1
kuliyapitiya,rakkula,147.4,174.4
naththandiya,wennappuwa,10.1,19.7
naththandiya,madurankuliya,64.2,75.6
naththandiya,pannala,25.0,42.6
naththandiya,anuradhapura,151.4,169.5
naththandiya,polonnaruwa,185.0,211.8
naththandiya,medawachchiya,187.5,212.6
naththandiya,kaduruwela,187.6,217.2
naththandiya,kekirawa,131.5,173.1
naththandiya,habarana,140.5,163.7
naththandiya,galenbindunuwewa,193.2,227.8
naththandiya,talawa,132.9,151.4
naththandiya,badulla,223.8,258.1
naththandiya,bandarawela,247.2,259.7
naththandiya,monaragala,267.1,310.2
naththandiya,welimada,187.9,242.4
naththandiya,mahiyanganaya,181.9,215.3
naththandiya,haputale,230.4,257.7
naththandiya,ella,260.3,274.5
naththandiya,passara,238.4,285.3
naththandiya,wellawaya,253.1,263.3
naththandiya,ratnapura,149.3,154.8
naththandiya,kegalle,75.0,94.3
naththandiya,embilipitiya,221.2,233.2
naththandiya,balangoda,193.0,201.0
naththandiya,ruwanwella,86.7,112.9
naththandiya,deraniyagala,107.3,138.4
naththandiya,kitulgala,114.2,142.4
naththandiya,rakkula,178.7,186.9
wennappuwa,madurankuliya,66.9,75.4
wennappuwa,pannala,27.1,36.7
wennappuwa,anuradhapura,154.2,169.4
wennappuwa,polonnaruwa,200.7,222.4
wennappuwa,medawachchiya,190.2,212.4
wennappuwa,kaduruwela,203.3,227.8
wennappuwa,kekirawa,142.4,184.4
wennappuwa,habarana,156.1,174.3
wennappuwa,galenbindunuwewa,195.9,227.6
wennappuwa,talawa,135.6,151.2
wennappuwa,badulla,231.8,267.8
wennappuwa,bandarawela,238.1,245.2
wennappuwa,monaragala,291.3,299.3
wennappuwa,welimada,198.7,233.6
wennappuwa,mahiyanganaya,189.9,225.0
wennappuwa,haputale,221.3,243.3
wennappuwa,ella,251.3,260.0
wennappuwa,passara,246.4,295.0
wennappuwa,wellawaya,244.0,248.9
wennappuwa,ratnapura,140.3,140.4
wennappuwa,kegalle,76.4,94.4
wennappuwa,embilipitiya,212.2,218.7
wennappuwa,balangoda,184.0,186.5
wennappuwa,ruwanwella,77.7,98.5
wennappuwa,deraniyagala,98.3,123.9
wennappuwa,kitulgala,105.2,127.9
wennappuwa,rakkula,169.7,172.4
madurankuliya,pannala,92.1,107.0
madurankuliya,anuradhapura,93.6,105.0
madurankuliya,polonnaruwa,187.1,219.5
madurankuliya,medawachchiya,129.6,148.0
madurankuliya,kaduruwela,189.7,224.9
madurankuliya,kekirawa,114.4,136.4
madurankuliya,habarana,144.6,173.8
madurankuliya,galenbindunuwewa,135.3,163.2
madurankuliya,talawa,75.0,86.8
madurankuliya,badulla,247.7,295.3
madurankuliya,bandarawela,247.6,307.8
madurankuliya,monaragala,291.0,347.4
madurankuliya,welimada,226.5,279.8
madurankuliya,mahiyanganaya,205.9,252.5
madurankuliya,haputale,286.4,313.5
madurankuliya,ella,260.3,322.1
madurankuliya,passara,262.4,322.5
madurankuliya,wellawaya,309.1,319.1
madurankuliya,ratnapura,205.4,210.6
madurankuliya,kegalle,125.0,146.0
madurankuliya,embilipitiya,277.2,288.9
madurankuliya,balangoda,249.0,256.8
madurankuliya,ruwanwella,142.8,168.7
madurankuliya,deraniyagala,163.3,194.1
madurankuliya,kitulgala,170.3,198.1
madurankuliya,rakkula,234.8,242.7
pannala,anuradhapura,142.9,181.5
pannala,polonnaruwa,176.9,194.2
pannala,medawachchiya,191.6,219.0
pannala,kaduruwela,179.5,199.6
pannala,kekirawa,139.1,158.4
pannala,habarana,132.4,146.1
pannala,galenbindunuwewa,197.3,234.2
pannala,talawa,126.3,160.6
pannala,badulla,208.0,239.6
pannala,bandarawela,203.6,233.4
pannala,monaragala,256.8,287.5
pannala,welimada,165.5,214.2
pannala,mahiyanganaya,166.2,196.8
pannala,haputale,186.8,231.5
pannala,ella,216.8,248.2
pannala,passara,222.7,266.8
pannala,wellawaya,209.5,237.1
pannala,ratnapura,105.8,128.6
pannala,kegalle,52.7,66.2
pannala,embilipitiya,177.7,206.9
pannala,balangoda,149.4,174.7
pannala,ruwanwella,62.9,83.9
pannala,deraniyagala,83.5,109.3
pannala,kitulgala,90.4,113.3
pannala,rakkula,135.2,160.6
anuradhapura,polonnaruwa,101.2,118.7
anuradhapura,medawachchiya,38.5,47.2
anuradhapura,kaduruwela,103.8,124.1
anuradhapura,kekirawa,41.1,51.6
anuradhapura,habarana,58.7,73.0
anuradhapura,galenbindunuwewa,44.2,62.4
anuradhapura,talawa,28.5,35.0
anuradhapura,badulla,209.9,264.4
anuradhapura,bandarawela,238.3,296.8
anuradhapura,monaragala,243.8,298.6
anuradhapura,welimada,230.9,283.5
anuradhapura,mahiyanganaya,159.8,201.0
anuradhapura,haputale,263.6,338.9
anuradhapura,ella,231.9,292.9
anuradhapura,passara,224.6,291.6
anuradhapura,wellawaya,263.0,336.3
anuradhapura,ratnapura,222.2,264.6
anuradhapura,kegalle,139.4,172.2
anuradhapura,embilipitiya,294.1,342.9
anuradhapura,balangoda,265.9,310.8
anuradhapura,ruwanwella,170.1,213.1
anuradhapura,deraniyagala,193.2,240.9
anuradhapura,kitulgala,196.7,238.5
anuradhapura,rakkula,251.6,296.7
polonnaruwa,medawachchiya,118.5,136.5
polonnaruwa,kaduruwela,3.1,6.3
polonnaruwa,kekirawa,71.5,85.0
polonnaruwa,habarana,44.3,47.9
polonnaruwa,galenbindunuwewa,124.2,151.7
polonnaruwa,talawa,112.5,134.2
polonnaruwa,badulla,148.0,180.5
polonnaruwa,bandarawela,176.4,212.9
polonnaruwa,monaragala,165.2,194.0
polonnaruwa,welimada,178.7,218.7
polonnaruwa,mahiyanganaya,97.2,116.4
polonnaruwa,haputale,197.9,255.3
polonnaruwa,ella,170.0,209.0
polonnaruwa,passara,162.7,207.7
polonnaruwa,wellawaya,203.1,238.3
polonnaruwa,ratnapura,243.5,259.0
polonnaruwa,kegalle,152.9,167.8
polonnaruwa,embilipitiya,262.8,314.4
polonnaruwa,balangoda,230.1,270.5
polonnaruwa,ruwanwella,183.6,208.8
polonnaruwa,deraniyagala,206.7,236.6
polonnaruwa,kitulgala,199.3,231.4
polonnaruwa,rakkula,272.9,291.1
medawachchiya,kaduruwela,121.4,142.0
medawachchiya,kekirawa,58.7,69.5
medawachchiya,habarana,76.3,90.9
medawachchiya,galenbindunuwewa,14.5,20.2
medawachchiya,talawa,64.9,79.8
medawachchiya,badulla,227.5,282.3
medawachchiya,bandarawela,255.9,314.7
medawachchiya,monaragala,261.4,316.5
medawachchiya,welimada,248.5,301.4
medawachchiya,mahiyanganaya,177.3,218.9
medawachchiya,haputale,281.2,356.8
medawachchiya,ella,249.4,310.7
medawachchiya,passara,242.2,309.5
medawachchiya,wellawaya,280.5,354.1
medawachchiya,ratnapura,258.4,284.0
medawachchiya,kegalle,167.9,192.8
medawachchiya,embilipitiya,330.3,362.3
medawachchiya,balangoda,302.1,330.2
medawachchiya,ruwanwella,198.6,233.8
medawachchiya,deraniyagala,221.7,261.6
medawachchiya,kitulgala,214.3,256.4
medawachchiya,rakkula,287.9,316.1
kaduruwela,kekirawa,74.4,90.6
kaduruwela,habarana,47.1,53.6
kaduruwela,galenbindunuwewa,127.1,157.4
kaduruwela,talawa,115.4,139.8
kaduruwela,badulla,147.3,181.6
kaduruwela,bandarawela,175.7,214.0
kaduruwela,monaragala,164.5,195.1
kaduruwela,welimada,178.0,219.8
kaduruwela,mahiyanganaya,96.5,117.5
kaduruwela,haputale,197.2,256.3
kaduruwela,ella,169.2,210.1
kaduruwela,passara,162.0,208.8
kaduruwela,wellawaya,202.4,239.4
kaduruwela,ratnapura,246.3,264.7
kaduruwela,kegalle,155.8,173.5
kaduruwela,embilipitiya,262.1,315.4
kaduruwela,balangoda,229.4,271.6
kaduruwela,ruwanwella,186.5,214.5
kaduruwela,deraniyagala,209.6,242.3
kaduruwela,kitulgala,202.2,237.1
kaduruwela,rakkula,275.8,296.8
kekirawa,habarana,29.2,39.2
kekirawa,galenbindunuwewa,64.4,84.6
kekirawa,talawa,40.0,51.3
kekirawa,badulla,175.1,221.7
kekirawa,bandarawela,203.4,254.1
kekirawa,monaragala,208.9,255.9
kekirawa,welimada,196.1,240.8
kekirawa,mahiyanganaya,124.9,158.3
kekirawa,haputale,228.7,296.3
kekirawa,ella,197.0,250.2
kekirawa,passara,189.7,248.9
kekirawa,wellawaya,228.1,293.6
kekirawa,ratnapura,206.0,223.4
kekirawa,kegalle,115.4,132.3
kekirawa,embilipitiya,277.9,301.8
kekirawa,balangoda,249.7,269.6
kekirawa,ruwanwella,146.1,173.2
kekirawa,deraniyagala,169.2,201.0
kekirawa,kitulgala,161.8,195.8
kekirawa,rakkula,235.4,255.5
habarana,galenbindunuwewa,81.9,106.1
habarana,talawa,70.2,88.5
habarana,badulla,168.3,209.4
habarana,bandarawela,196.7,241.8
habarana,monaragala,209.2,241.1
habarana,welimada,189.3,228.5
habarana,mahiyanganaya,118.1,146.0
habarana,haputale,221.9,284.0
habarana,ella,190.2,237.9
habarana,passara,182.9,236.6
habarana,wellawaya,221.3,281.3
habarana,ratnapura,199.2,211.1
habarana,kegalle,108.7,120.0
habarana,embilipitiya,271.1,289.5
habarana,balangoda,242.9,257.3
habarana,ruwanwella,139.3,160.9
habarana,deraniyagala,162.4,188.7
habarana,kitulgala,155.0,183.5
habarana,rakkula,228.6,243.2
galenbindunuwewa,talawa,70.6,94.9
galenbindunuwewa,badulla,233.2,297.4
galenbindunuwewa,bandarawela,261.6,329.8
galenbindunuwewa,monaragala,267.1,331.7
galenbindunuwewa,welimada,254.2,316.5
galenbindunuwewa,mahiyanganaya,183.0,234.0
galenbindunuwewa,haputale,286.9,372.0
galenbindunuwewa,ella,255.1,325.9
galenbindunuwewa,passara,247.8,324.6
galenbindunuwewa,wellawaya,286.2,369.3
galenbindunuwewa,ratnapura,264.1,299.2
galenbindunuwewa,kegalle,173.6,208.0
galenbindunuwewa,embilipitiya,336.0,377.5
galenbindunuwewa,balangoda,307.8,345.3
galenbindunuwewa,ruwanwella,204.2,248.9
galenbindunuwewa,deraniyagala,227.4,276.7
galenbindunuwewa,kitulgala,220.0,271.5
galenbindunuwewa,rakkula,293.6,331.2
talawa,badulla,212.7,268.8
talawa,bandarawela,241.1,301.2
talawa,monaragala,246.6,303.1
talawa,welimada,224.9,278.7
talawa,mahiyanganaya,162.5,205.4
talawa,haputale,257.5,334.2
talawa,ella,234.6,297.3
talawa,passara,227.3,296.0
talawa,wellawaya,274.9,333.8
talawa,ratnapura,205.7,243.9
talawa,kegalle,122.9,151.5
talawa,embilipitiya,277.6,322.3
talawa,balangoda,249.4,290.1
talawa,ruwanwella,153.6,192.4
talawa,deraniyagala,176.7,220.2
talawa,kitulgala,177.2,217.9
talawa,rakkula,235.1,276.0
badulla,bandarawela,28.5,33.3
badulla,monaragala,59.0,65.9
badulla,welimada,30.8,39.1
badulla,mahiyanganaya,52.6,67.7
badulla,haputale,50.0,75.6
badulla,ella,22.0,29.3
badulla,passara,15.0,28.7
badulla,wellawaya,53.1,72.7
badulla,ratnapura,125.6,136.5
badulla,kegalle,152.1,180.7
badulla,embilipitiya,120.0,150.3
badulla,balangoda,82.2,90.9
badulla,ruwanwella,153.7,179.0
badulla,deraniyagala,152.1,192.5
badulla,kitulgala,125.2,146.9
badulla,rakkula,109.6,122.7
bandarawela,monaragala,73.7,85.5
bandarawela,welimada,21.0,28.0
bandarawela,mahiyanganaya,81.3,100.2
bandarawela,haputale,22.3,44.4
bandarawela,ella,14.0,16.7
bandarawela,passara,42.7,59.9
bandarawela,wellawaya,29.9,43.9
bandarawela,ratnapura,97.9,105.4
bandarawela,kegalle,134.5,177.4
bandarawela,embilipitiya,108.0,124.6
bandarawela,balangoda,54.5,59.7
bandarawela,ruwanwella,144.0,167.9
bandarawela,deraniyagala,136.0,161.8
bandarawela,kitulgala,115.5,135.8
bandarawela,rakkula,81.9,91.5
monaragala,welimada,89.0,103.1
monaragala,mahiyanganaya,79.8,99.4
monaragala,haputale,75.5,98.6
monaragala,ella,59.9,68.9
monaragala,passara,48.3,68.8
monaragala,wellawaya,47.3,50.5
monaragala,ratnapura,151.1,159.6
monaragala,kegalle,195.9,232.9
monaragala,embilipitiya,107.0,126.5
monaragala,balangoda,107.7,113.9
monaragala,ruwanwella,211.7,227.6
monaragala,deraniyagala,189.2,216.1
monaragala,kitulgala,175.5,209.6
monaragala,rakkula,135.1,145.8
welimada,mahiyanganaya,83.6,106.0
welimada,haputale,37.4,63.4
welimada,ella,33.8,42.2
welimada,passara,45.0,65.8
welimada,wellawaya,54.8,63.0
welimada,ratnapura,113.0,124.3
welimada,kegalle,113.5,149.4
welimada,embilipitiya,123.0,143.6
welimada,balangoda,69.6,78.7
welimada,ruwanwella,122.9,139.9
welimada,deraniyagala,121.3,153.5
welimada,kitulgala,94.4,107.8
welimada,rakkula,97.0,110.5
mahiyanganaya,haputale,102.5,142.2
mahiyanganaya,ella,74.5,96.0
mahiyanganaya,passara,67.2,94.7
mahiyanganaya,wellawaya,105.6,139.4
mahiyanganaya,ratnapura,178.1,203.2
mahiyanganaya,kegalle,113.7,139.4
mahiyanganaya,embilipitiya,172.4,217.0
mahiyanganaya,balangoda,134.7,157.5
mahiyanganaya,ruwanwella,148.0,184.5
mahiyanganaya,deraniyagala,171.2,212.3
mahiyanganaya,kitulgala,138.7,170.7
mahiyanganaya,rakkula,162.0,189.3
haputale,ella,35.5,59.3
haputale,passara,64.2,102.5
haputale,wellawaya,28.2,48.2
haputale,ratnapura,81.1,103.4
haputale,kegalle,146.1,205.0
haputale,embilipitiya,91.2,122.6
haputale,balangoda,37.7,57.7
haputale,ruwanwella,141.7,171.4
haputale,deraniyagala,119.2,159.8
haputale,kitulgala,105.5,153.4
haputale,rakkula,65.1,89.5
ella,passara,36.2,55.9
